"id","penguin","island","sex","measurement","size"
86,"Pygoscelis adeliae","Dream","male","bill_length_mm",41.3
86,"Pygoscelis adeliae","Dream","male","bill_depth_mm",20.3
86,"Pygoscelis adeliae","Dream","male","flipper_length_mm",194
86,"Pygoscelis adeliae","Dream","male","body_mass_g",3550
86,"Pygoscelis adeliae","Dream","male","year",2008
87,"Pygoscelis adeliae","Dream","male","bill_length_mm",36.3
87,"Pygoscelis adeliae","Dream","male","bill_depth_mm",19.5
87,"Pygoscelis adeliae","Dream","male","flipper_length_mm",190
87,"Pygoscelis adeliae","Dream","male","body_mass_g",3800
87,"Pygoscelis adeliae","Dream","male","year",2008
88,"Pygoscelis adeliae","Dream","female","bill_length_mm",36.9
88,"Pygoscelis adeliae","Dream","female","bill_depth_mm",18.6
88,"Pygoscelis adeliae","Dream","female","flipper_length_mm",189
88,"Pygoscelis adeliae","Dream","female","body_mass_g",3500
88,"Pygoscelis adeliae","Dream","female","year",2008
89,"Pygoscelis adeliae","Dream","male","bill_length_mm",38.3
89,"Pygoscelis adeliae","Dream","male","bill_depth_mm",19.2
89,"Pygoscelis adeliae","Dream","male","flipper_length_mm",189
89,"Pygoscelis adeliae","Dream","male","body_mass_g",3950
89,"Pygoscelis adeliae","Dream","male","year",2008
90,"Pygoscelis adeliae","Dream","female","bill_length_mm",38.9
90,"Pygoscelis adeliae","Dream","female","bill_depth_mm",18.8
90,"Pygoscelis adeliae","Dream","female","flipper_length_mm",190
90,"Pygoscelis adeliae","Dream","female","body_mass_g",3600
90,"Pygoscelis adeliae","Dream","female","year",2008
91,"Pygoscelis adeliae","Dream","female","bill_length_mm",35.7
91,"Pygoscelis adeliae","Dream","female","bill_depth_mm",18
91,"Pygoscelis adeliae","Dream","female","flipper_length_mm",202
91,"Pygoscelis adeliae","Dream","female","body_mass_g",3550
91,"Pygoscelis adeliae","Dream","female","year",2008
92,"Pygoscelis adeliae","Dream","male","bill_length_mm",41.1
92,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.1
92,"Pygoscelis adeliae","Dream","male","flipper_length_mm",205
92,"Pygoscelis adeliae","Dream","male","body_mass_g",4300
92,"Pygoscelis adeliae","Dream","male","year",2008
93,"Pygoscelis adeliae","Dream","female","bill_length_mm",34
93,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.1
93,"Pygoscelis adeliae","Dream","female","flipper_length_mm",185
93,"Pygoscelis adeliae","Dream","female","body_mass_g",3400
93,"Pygoscelis adeliae","Dream","female","year",2008
94,"Pygoscelis adeliae","Dream","male","bill_length_mm",39.6
94,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.1
94,"Pygoscelis adeliae","Dream","male","flipper_length_mm",186
94,"Pygoscelis adeliae","Dream","male","body_mass_g",4450
94,"Pygoscelis adeliae","Dream","male","year",2008
95,"Pygoscelis adeliae","Dream","female","bill_length_mm",36.2
95,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.3
95,"Pygoscelis adeliae","Dream","female","flipper_length_mm",187
95,"Pygoscelis adeliae","Dream","female","body_mass_g",3300
95,"Pygoscelis adeliae","Dream","female","year",2008
96,"Pygoscelis adeliae","Dream","male","bill_length_mm",40.8
96,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.9
96,"Pygoscelis adeliae","Dream","male","flipper_length_mm",208
96,"Pygoscelis adeliae","Dream","male","body_mass_g",4300
96,"Pygoscelis adeliae","Dream","male","year",2008
97,"Pygoscelis adeliae","Dream","female","bill_length_mm",38.1
97,"Pygoscelis adeliae","Dream","female","bill_depth_mm",18.6
97,"Pygoscelis adeliae","Dream","female","flipper_length_mm",190
97,"Pygoscelis adeliae","Dream","female","body_mass_g",3700
97,"Pygoscelis adeliae","Dream","female","year",2008
98,"Pygoscelis adeliae","Dream","male","bill_length_mm",40.3
98,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.5
98,"Pygoscelis adeliae","Dream","male","flipper_length_mm",196
98,"Pygoscelis adeliae","Dream","male","body_mass_g",4350
98,"Pygoscelis adeliae","Dream","male","year",2008
99,"Pygoscelis adeliae","Dream","female","bill_length_mm",33.1
99,"Pygoscelis adeliae","Dream","female","bill_depth_mm",16.1
99,"Pygoscelis adeliae","Dream","female","flipper_length_mm",178
99,"Pygoscelis adeliae","Dream","female","body_mass_g",2900
99,"Pygoscelis adeliae","Dream","female","year",2008
100,"Pygoscelis adeliae","Dream","male","bill_length_mm",43.2
100,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.5
100,"Pygoscelis adeliae","Dream","male","flipper_length_mm",192
100,"Pygoscelis adeliae","Dream","male","body_mass_g",4100
100,"Pygoscelis adeliae","Dream","male","year",2008
101,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",35
101,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",17.9
101,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",192
101,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3725
101,"Pygoscelis adeliae","Biscoe","female","year",2009
102,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",41
102,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",20
102,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",203
102,"Pygoscelis adeliae","Biscoe","male","body_mass_g",4725
102,"Pygoscelis adeliae","Biscoe","male","year",2009
103,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",37.7
103,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",16
103,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",183
103,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3075
103,"Pygoscelis adeliae","Biscoe","female","year",2009
104,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",37.8
104,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",20
104,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",190
104,"Pygoscelis adeliae","Biscoe","male","body_mass_g",4250
104,"Pygoscelis adeliae","Biscoe","male","year",2009
105,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",37.9
105,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",18.6
105,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",193
105,"Pygoscelis adeliae","Biscoe","female","body_mass_g",2925
105,"Pygoscelis adeliae","Biscoe","female","year",2009
106,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",39.7
106,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",18.9
106,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",184
106,"Pygoscelis adeliae","Biscoe","male","body_mass_g",3550
106,"Pygoscelis adeliae","Biscoe","male","year",2009
107,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",38.6
107,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",17.2
107,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",199
107,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3750
107,"Pygoscelis adeliae","Biscoe","female","year",2009
108,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",38.2
108,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",20
108,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",190
108,"Pygoscelis adeliae","Biscoe","male","body_mass_g",3900
108,"Pygoscelis adeliae","Biscoe","male","year",2009
109,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",38.1
109,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",17
109,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",181
109,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3175
109,"Pygoscelis adeliae","Biscoe","female","year",2009
110,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",43.2
110,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",19
110,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",197
110,"Pygoscelis adeliae","Biscoe","male","body_mass_g",4775
110,"Pygoscelis adeliae","Biscoe","male","year",2009
111,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",38.1
111,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",16.5
111,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",198
111,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3825
111,"Pygoscelis adeliae","Biscoe","female","year",2009
112,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",45.6
112,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",20.3
112,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",191
112,"Pygoscelis adeliae","Biscoe","male","body_mass_g",4600
112,"Pygoscelis adeliae","Biscoe","male","year",2009
113,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",39.7
113,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",17.7
113,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",193
113,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3200
113,"Pygoscelis adeliae","Biscoe","female","year",2009
114,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",42.2
114,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",19.5
114,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",197
114,"Pygoscelis adeliae","Biscoe","male","body_mass_g",4275
114,"Pygoscelis adeliae","Biscoe","male","year",2009
115,"Pygoscelis adeliae","Biscoe","female","bill_length_mm",39.6
115,"Pygoscelis adeliae","Biscoe","female","bill_depth_mm",20.7
115,"Pygoscelis adeliae","Biscoe","female","flipper_length_mm",191
115,"Pygoscelis adeliae","Biscoe","female","body_mass_g",3900
115,"Pygoscelis adeliae","Biscoe","female","year",2009
116,"Pygoscelis adeliae","Biscoe","male","bill_length_mm",42.7
116,"Pygoscelis adeliae","Biscoe","male","bill_depth_mm",18.3
116,"Pygoscelis adeliae","Biscoe","male","flipper_length_mm",196
116,"Pygoscelis adeliae","Biscoe","male","body_mass_g",4075
116,"Pygoscelis adeliae","Biscoe","male","year",2009
117,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",38.6
117,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17
117,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",188
117,"Pygoscelis adeliae","Torgersen","female","body_mass_g",2900
117,"Pygoscelis adeliae","Torgersen","female","year",2009
118,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",37.3
118,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",20.5
118,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",199
118,"Pygoscelis adeliae","Torgersen","male","body_mass_g",3775
118,"Pygoscelis adeliae","Torgersen","male","year",2009
119,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",35.7
119,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17
119,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",189
119,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3350
119,"Pygoscelis adeliae","Torgersen","female","year",2009
120,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",41.1
120,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",18.6
120,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",189
120,"Pygoscelis adeliae","Torgersen","male","body_mass_g",3325
120,"Pygoscelis adeliae","Torgersen","male","year",2009
121,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",36.2
121,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17.2
121,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",187
121,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3150
121,"Pygoscelis adeliae","Torgersen","female","year",2009
122,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",37.7
122,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",19.8
122,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",198
122,"Pygoscelis adeliae","Torgersen","male","body_mass_g",3500
122,"Pygoscelis adeliae","Torgersen","male","year",2009
123,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",40.2
123,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17
123,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",176
123,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3450
123,"Pygoscelis adeliae","Torgersen","female","year",2009
124,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",41.4
124,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",18.5
124,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",202
124,"Pygoscelis adeliae","Torgersen","male","body_mass_g",3875
124,"Pygoscelis adeliae","Torgersen","male","year",2009
125,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",35.2
125,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",15.9
125,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",186
125,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3050
125,"Pygoscelis adeliae","Torgersen","female","year",2009
126,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",40.6
126,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",19
126,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",199
126,"Pygoscelis adeliae","Torgersen","male","body_mass_g",4000
126,"Pygoscelis adeliae","Torgersen","male","year",2009
127,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",38.8
127,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17.6
127,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",191
127,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3275
127,"Pygoscelis adeliae","Torgersen","female","year",2009
128,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",41.5
128,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",18.3
128,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",195
128,"Pygoscelis adeliae","Torgersen","male","body_mass_g",4300
128,"Pygoscelis adeliae","Torgersen","male","year",2009
129,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",39
129,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17.1
129,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",191
129,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3050
129,"Pygoscelis adeliae","Torgersen","female","year",2009
130,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",44.1
130,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",18
130,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",210
130,"Pygoscelis adeliae","Torgersen","male","body_mass_g",4000
130,"Pygoscelis adeliae","Torgersen","male","year",2009
131,"Pygoscelis adeliae","Torgersen","female","bill_length_mm",38.5
131,"Pygoscelis adeliae","Torgersen","female","bill_depth_mm",17.9
131,"Pygoscelis adeliae","Torgersen","female","flipper_length_mm",190
131,"Pygoscelis adeliae","Torgersen","female","body_mass_g",3325
131,"Pygoscelis adeliae","Torgersen","female","year",2009
132,"Pygoscelis adeliae","Torgersen","male","bill_length_mm",43.1
132,"Pygoscelis adeliae","Torgersen","male","bill_depth_mm",19.2
132,"Pygoscelis adeliae","Torgersen","male","flipper_length_mm",197
132,"Pygoscelis adeliae","Torgersen","male","body_mass_g",3500
132,"Pygoscelis adeliae","Torgersen","male","year",2009
133,"Pygoscelis adeliae","Dream","female","bill_length_mm",36.8
133,"Pygoscelis adeliae","Dream","female","bill_depth_mm",18.5
133,"Pygoscelis adeliae","Dream","female","flipper_length_mm",193
133,"Pygoscelis adeliae","Dream","female","body_mass_g",3500
133,"Pygoscelis adeliae","Dream","female","year",2009
134,"Pygoscelis adeliae","Dream","male","bill_length_mm",37.5
134,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.5
134,"Pygoscelis adeliae","Dream","male","flipper_length_mm",199
134,"Pygoscelis adeliae","Dream","male","body_mass_g",4475
134,"Pygoscelis adeliae","Dream","male","year",2009
135,"Pygoscelis adeliae","Dream","female","bill_length_mm",38.1
135,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.6
135,"Pygoscelis adeliae","Dream","female","flipper_length_mm",187
135,"Pygoscelis adeliae","Dream","female","body_mass_g",3425
135,"Pygoscelis adeliae","Dream","female","year",2009
136,"Pygoscelis adeliae","Dream","male","bill_length_mm",41.1
136,"Pygoscelis adeliae","Dream","male","bill_depth_mm",17.5
136,"Pygoscelis adeliae","Dream","male","flipper_length_mm",190
136,"Pygoscelis adeliae","Dream","male","body_mass_g",3900
136,"Pygoscelis adeliae","Dream","male","year",2009
137,"Pygoscelis adeliae","Dream","female","bill_length_mm",35.6
137,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.5
137,"Pygoscelis adeliae","Dream","female","flipper_length_mm",191
137,"Pygoscelis adeliae","Dream","female","body_mass_g",3175
137,"Pygoscelis adeliae","Dream","female","year",2009
138,"Pygoscelis adeliae","Dream","male","bill_length_mm",40.2
138,"Pygoscelis adeliae","Dream","male","bill_depth_mm",20.1
138,"Pygoscelis adeliae","Dream","male","flipper_length_mm",200
138,"Pygoscelis adeliae","Dream","male","body_mass_g",3975
138,"Pygoscelis adeliae","Dream","male","year",2009
139,"Pygoscelis adeliae","Dream","female","bill_length_mm",37
139,"Pygoscelis adeliae","Dream","female","bill_depth_mm",16.5
139,"Pygoscelis adeliae","Dream","female","flipper_length_mm",185
139,"Pygoscelis adeliae","Dream","female","body_mass_g",3400
139,"Pygoscelis adeliae","Dream","female","year",2009
140,"Pygoscelis adeliae","Dream","male","bill_length_mm",39.7
140,"Pygoscelis adeliae","Dream","male","bill_depth_mm",17.9
140,"Pygoscelis adeliae","Dream","male","flipper_length_mm",193
140,"Pygoscelis adeliae","Dream","male","body_mass_g",4250
140,"Pygoscelis adeliae","Dream","male","year",2009
141,"Pygoscelis adeliae","Dream","female","bill_length_mm",40.2
141,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.1
141,"Pygoscelis adeliae","Dream","female","flipper_length_mm",193
141,"Pygoscelis adeliae","Dream","female","body_mass_g",3400
141,"Pygoscelis adeliae","Dream","female","year",2009
142,"Pygoscelis adeliae","Dream","male","bill_length_mm",40.6
142,"Pygoscelis adeliae","Dream","male","bill_depth_mm",17.2
142,"Pygoscelis adeliae","Dream","male","flipper_length_mm",187
142,"Pygoscelis adeliae","Dream","male","body_mass_g",3475
142,"Pygoscelis adeliae","Dream","male","year",2009
143,"Pygoscelis adeliae","Dream","female","bill_length_mm",32.1
143,"Pygoscelis adeliae","Dream","female","bill_depth_mm",15.5
143,"Pygoscelis adeliae","Dream","female","flipper_length_mm",188
143,"Pygoscelis adeliae","Dream","female","body_mass_g",3050
143,"Pygoscelis adeliae","Dream","female","year",2009
144,"Pygoscelis adeliae","Dream","male","bill_length_mm",40.7
144,"Pygoscelis adeliae","Dream","male","bill_depth_mm",17
144,"Pygoscelis adeliae","Dream","male","flipper_length_mm",190
144,"Pygoscelis adeliae","Dream","male","body_mass_g",3725
144,"Pygoscelis adeliae","Dream","male","year",2009
145,"Pygoscelis adeliae","Dream","female","bill_length_mm",37.3
145,"Pygoscelis adeliae","Dream","female","bill_depth_mm",16.8
145,"Pygoscelis adeliae","Dream","female","flipper_length_mm",192
145,"Pygoscelis adeliae","Dream","female","body_mass_g",3000
145,"Pygoscelis adeliae","Dream","female","year",2009
146,"Pygoscelis adeliae","Dream","male","bill_length_mm",39
146,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.7
146,"Pygoscelis adeliae","Dream","male","flipper_length_mm",185
146,"Pygoscelis adeliae","Dream","male","body_mass_g",3650
146,"Pygoscelis adeliae","Dream","male","year",2009
147,"Pygoscelis adeliae","Dream","male","bill_length_mm",39.2
147,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.6
147,"Pygoscelis adeliae","Dream","male","flipper_length_mm",190
147,"Pygoscelis adeliae","Dream","male","body_mass_g",4250
147,"Pygoscelis adeliae","Dream","male","year",2009
148,"Pygoscelis adeliae","Dream","female","bill_length_mm",36.6
148,"Pygoscelis adeliae","Dream","female","bill_depth_mm",18.4
148,"Pygoscelis adeliae","Dream","female","flipper_length_mm",184
148,"Pygoscelis adeliae","Dream","female","body_mass_g",3475
148,"Pygoscelis adeliae","Dream","female","year",2009
149,"Pygoscelis adeliae","Dream","female","bill_length_mm",36
149,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.8
149,"Pygoscelis adeliae","Dream","female","flipper_length_mm",195
149,"Pygoscelis adeliae","Dream","female","body_mass_g",3450
149,"Pygoscelis adeliae","Dream","female","year",2009
150,"Pygoscelis adeliae","Dream","male","bill_length_mm",37.8
150,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.1
150,"Pygoscelis adeliae","Dream","male","flipper_length_mm",193
150,"Pygoscelis adeliae","Dream","male","body_mass_g",3750
150,"Pygoscelis adeliae","Dream","male","year",2009
151,"Pygoscelis adeliae","Dream","female","bill_length_mm",36
151,"Pygoscelis adeliae","Dream","female","bill_depth_mm",17.1
151,"Pygoscelis adeliae","Dream","female","flipper_length_mm",187
151,"Pygoscelis adeliae","Dream","female","body_mass_g",3700
151,"Pygoscelis adeliae","Dream","female","year",2009
152,"Pygoscelis adeliae","Dream","male","bill_length_mm",41.5
152,"Pygoscelis adeliae","Dream","male","bill_depth_mm",18.5
152,"Pygoscelis adeliae","Dream","male","flipper_length_mm",201
152,"Pygoscelis adeliae","Dream","male","body_mass_g",4000
152,"Pygoscelis adeliae","Dream","male","year",2009
153,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.5
153,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.9
153,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",192
153,"Pygoscelis antarcticus","Dream","female","body_mass_g",3500
153,"Pygoscelis antarcticus","Dream","female","year",2007
154,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50
154,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.5
154,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",196
154,"Pygoscelis antarcticus","Dream","male","body_mass_g",3900
154,"Pygoscelis antarcticus","Dream","male","year",2007
155,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.3
155,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.2
155,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",193
155,"Pygoscelis antarcticus","Dream","male","body_mass_g",3650
155,"Pygoscelis antarcticus","Dream","male","year",2007
156,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.4
156,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.7
156,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",188
156,"Pygoscelis antarcticus","Dream","female","body_mass_g",3525
156,"Pygoscelis antarcticus","Dream","female","year",2007
157,"Pygoscelis antarcticus","Dream","male","bill_length_mm",52.7
157,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.8
157,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",197
157,"Pygoscelis antarcticus","Dream","male","body_mass_g",3725
157,"Pygoscelis antarcticus","Dream","male","year",2007
158,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.2
158,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.8
158,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",198
158,"Pygoscelis antarcticus","Dream","female","body_mass_g",3950
158,"Pygoscelis antarcticus","Dream","female","year",2007
159,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.1
159,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.2
159,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",178
159,"Pygoscelis antarcticus","Dream","female","body_mass_g",3250
159,"Pygoscelis antarcticus","Dream","female","year",2007
160,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.3
160,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.2
160,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",197
160,"Pygoscelis antarcticus","Dream","male","body_mass_g",3750
160,"Pygoscelis antarcticus","Dream","male","year",2007
161,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46
161,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.9
161,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",195
161,"Pygoscelis antarcticus","Dream","female","body_mass_g",4150
161,"Pygoscelis antarcticus","Dream","female","year",2007
162,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.3
162,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.9
162,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",198
162,"Pygoscelis antarcticus","Dream","male","body_mass_g",3700
162,"Pygoscelis antarcticus","Dream","male","year",2007
163,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.6
163,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.8
163,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",193
163,"Pygoscelis antarcticus","Dream","female","body_mass_g",3800
163,"Pygoscelis antarcticus","Dream","female","year",2007
164,"Pygoscelis antarcticus","Dream","male","bill_length_mm",51.7
164,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",20.3
164,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",194
164,"Pygoscelis antarcticus","Dream","male","body_mass_g",3775
164,"Pygoscelis antarcticus","Dream","male","year",2007
165,"Pygoscelis antarcticus","Dream","female","bill_length_mm",47
165,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.3
165,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",185
165,"Pygoscelis antarcticus","Dream","female","body_mass_g",3700
165,"Pygoscelis antarcticus","Dream","female","year",2007
166,"Pygoscelis antarcticus","Dream","male","bill_length_mm",52
166,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.1
166,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",201
166,"Pygoscelis antarcticus","Dream","male","body_mass_g",4050
166,"Pygoscelis antarcticus","Dream","male","year",2007
167,"Pygoscelis antarcticus","Dream","female","bill_length_mm",45.9
167,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.1
167,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",190
167,"Pygoscelis antarcticus","Dream","female","body_mass_g",3575
167,"Pygoscelis antarcticus","Dream","female","year",2007
168,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.5
168,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",19.6
168,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",201
168,"Pygoscelis antarcticus","Dream","male","body_mass_g",4050
168,"Pygoscelis antarcticus","Dream","male","year",2007
169,"Pygoscelis antarcticus","Dream","male","bill_length_mm",50.3
169,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",20
169,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",197
169,"Pygoscelis antarcticus","Dream","male","body_mass_g",3300
169,"Pygoscelis antarcticus","Dream","male","year",2007
170,"Pygoscelis antarcticus","Dream","female","bill_length_mm",58
170,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",17.8
170,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",181
170,"Pygoscelis antarcticus","Dream","female","body_mass_g",3700
170,"Pygoscelis antarcticus","Dream","female","year",2007
171,"Pygoscelis antarcticus","Dream","female","bill_length_mm",46.4
171,"Pygoscelis antarcticus","Dream","female","bill_depth_mm",18.6
171,"Pygoscelis antarcticus","Dream","female","flipper_length_mm",190
171,"Pygoscelis antarcticus","Dream","female","body_mass_g",3450
171,"Pygoscelis antarcticus","Dream","female","year",2007
172,"Pygoscelis antarcticus","Dream","male","bill_length_mm",49.2
172,"Pygoscelis antarcticus","Dream","male","bill_depth_mm",18.2
172,"Pygoscelis antarcticus","Dream","male","flipper_length_mm",195
172,"Pygoscelis antarcticus","Dream","male","body_mass_g",4400
172,"Pygoscelis antarcticus","Dream","male","year",2007
173,"Pygoscelis antarcticus","Dream","female","bill_length_mm",42.4
